113.007, 129.941, 1.714, 20.200 False
112.921, 129.927, 1.722, 20.250 False
112.834, 129.919, 1.742, 20.300 False
112.747, 129.919, 1.738, 20.350 False
112.661, 129.925, 1.720, 20.400 False
112.575, 129.937, 1.694, 20.450 False
112.492, 129.954, 1.674, 20.500 False
112.407, 129.968, 1.697, 20.550 False
112.322, 129.976, 1.723, 20.600 False
112.235, 129.975, 1.723, 20.650 False
112.149, 129.969, 1.709, 20.700 False
112.065, 129.957, 1.688, 20.750 False
111.981, 129.941, 1.672, 20.800 False
111.897, 129.927, 1.697, 20.850 False
111.811, 129.919, 1.735, 20.900 False
111.722, 129.919, 1.777, 20.950 False
111.631, 129.917, 1.843, 21.000 False
111.535, 129.916, 1.925, 21.050 False
111.435, 129.915, 2.023, 21.100 False
111.330, 129.913, 2.130, 21.150 False
111.220, 129.912, 2.227, 21.200 False
111.105, 129.911, 2.314, 21.250 False
110.986, 129.910, 2.391, 21.300 False
110.864, 129.909, 2.462, 21.350 False
110.739, 129.908, 2.528, 21.400 False
110.610, 129.907, 2.590, 21.450 False
110.479, 129.906, 2.649, 21.500 False
110.345, 129.905, 2.707, 21.550 False
110.208, 129.905, 2.763, 21.600 False
110.068, 129.904, 2.820, 21.650 False
109.925, 129.904, 2.877, 21.700 False
109.779, 129.903, 2.934, 21.750 False
109.631, 129.903, 2.992, 21.800 False
109.479, 129.903, 3.051, 21.850 False
109.325, 129.903, 3.110, 21.900 False
109.167, 129.903, 3.169, 21.950 False
109.007, 129.907, 3.207, 22.000 False
108.846, 129.912, 3.223, 22.050 False
108.686, 129.919, 3.207, 22.100 False
108.528, 129.924, 3.175, 22.150 False
108.371, 129.931, 3.121, 22.200 False
108.218, 129.937, 3.060, 22.250 False
108.068, 129.945, 2.987, 22.300 False
107.922, 129.951, 2.913, 22.350 False
107.780, 129.960, 2.833, 22.400 False
107.642, 129.967, 2.756, 22.450 False
107.507, 129.975, 2.677, 22.500 False
107.376, 129.982, 2.601, 22.550 False
107.249, 129.990, 2.525, 22.600 False
107.126, 129.998, 2.454, 22.650 False
107.006, 130.006, 2.382, 22.700 False
106.889, 130.013, 2.313, 22.750 False
106.777, 130.023, 2.244, 22.800 False
106.667, 130.031, 2.181, 22.850 False
106.560, 130.040, 2.119, 22.900 False
106.456, 130.048, 2.064, 22.950 False
106.355, 130.057, 2.012, 23.000 False
106.256, 130.065, 1.968, 23.050 False
106.159, 130.074, 1.927, 23.100 False
106.064, 130.082, 1.895, 23.150 False
105.971, 130.090, 1.864, 23.200 False
105.878, 130.098, 1.841, 23.250 False
105.787, 130.107, 1.821, 23.300 False
105.696, 130.114, 1.806, 23.350 False
105.607, 130.123, 1.793, 23.400 False
105.517, 130.130, 1.784, 23.450 False
105.429, 130.139, 1.777, 23.500 False
105.340, 130.146, 1.773, 23.550 False
105.252, 130.154, 1.770, 23.600 False
105.163, 130.162, 1.769, 23.650 False
105.075, 130.170, 1.768, 23.700 False
104.987, 130.178, 1.769, 23.750 False
104.899, 130.186, 1.769, 23.800 False
104.810, 130.193, 1.770, 23.850 False
104.722, 130.201, 1.771, 23.900 False
104.634, 130.209, 1.773, 23.950 False
104.545, 130.216, 1.774, 24.000 False
104.457, 130.224, 1.776, 24.050 False
104.368, 130.231, 1.777, 24.100 False
104.280, 130.238, 1.778, 24.150 False
104.191, 130.246, 1.779, 24.200 False
104.102, 130.253, 1.780, 24.250 False
104.013, 130.260, 1.781, 24.300 False
103.925, 130.267, 1.782, 24.350 False
103.836, 130.274, 1.783, 24.400 False
103.747, 130.281, 1.784, 24.450 False
103.658, 130.288, 1.785, 24.500 False
103.569, 130.295, 1.785, 24.550 False
103.480, 130.301, 1.786, 24.600 False
103.391, 130.308, 1.787, 24.650 False
103.302, 130.314, 1.788, 24.700 False
103.212, 130.320, 1.789, 24.750 False
103.123, 130.326, 1.790, 24.800 False
103.034, 130.332, 1.791, 24.850 False
102.944, 130.338, 1.792, 24.900 False
102.855, 130.343, 1.793, 24.950 False
102.765, 130.349, 1.794, 25.000 False
102.676, 130.354, 1.795, 25.050 False
102.586, 130.359, 1.796, 25.100 False
102.497, 130.364, 1.797, 25.150 False
102.407, 130.368, 1.798, 25.200 False
102.317, 130.372, 1.799, 25.250 False
102.227, 130.376, 1.800, 25.300 False
102.137, 130.380, 1.801, 25.350 False
102.047, 130.383, 1.802, 25.400 False
101.957, 130.387, 1.803, 25.450 False
101.867, 130.389, 1.804, 25.500 False
101.777, 130.392, 1.805, 25.550 False
101.686, 130.392, 1.799, 25.600 False
101.596, 130.391, 1.801, 25.650 False
101.506, 130.389, 1.800, 25.700 False
101.416, 130.387, 1.804, 25.750 False
101.326, 130.383, 1.802, 25.800 False
101.235, 130.381, 1.807, 25.850 False
101.145, 130.376, 1.805, 25.900 False
101.054, 130.372, 1.810, 25.950 False
100.964, 130.367, 1.808, 26.000 False
100.873, 130.362, 1.813, 26.050 False
100.783, 130.355, 1.811, 26.100 False
100.692, 130.350, 1.816, 26.150 False
100.601, 130.342, 1.814, 26.200 False
100.511, 130.335, 1.818, 26.250 False
100.420, 130.326, 1.816, 26.300 False
100.329, 130.318, 1.820, 26.350 False
100.239, 130.308, 1.818, 26.400 False
100.148, 130.299, 1.822, 26.450 False
100.057, 130.288, 1.819, 26.500 False
99.966, 130.278, 1.824, 26.550 False
99.876, 130.265, 1.821, 26.600 False
99.785, 130.254, 1.826, 26.650 False
99.695, 130.240, 1.822, 26.700 False
99.604, 130.228, 1.828, 26.750 False
99.514, 130.213, 1.824, 26.800 False
99.423, 130.200, 1.829, 26.850 False
99.333, 130.184, 1.825, 26.900 False
99.242, 130.169, 1.831, 26.950 False
99.152, 130.152, 1.827, 27.000 False
99.062, 130.135, 1.833, 27.050 False
98.972, 130.117, 1.829, 27.100 False
98.881, 130.100, 1.835, 27.150 False
98.792, 130.080, 1.830, 27.200 False
98.702, 130.061, 1.836, 27.250 False
98.612, 130.040, 1.832, 27.300 False
98.522, 130.020, 1.838, 27.350 False
98.433, 129.998, 1.833, 27.400 False
98.343, 129.977, 1.840, 27.450 False
98.254, 129.953, 1.834, 27.500 False
98.164, 129.930, 1.841, 27.550 False
98.076, 129.905, 1.836, 27.600 False
97.986, 129.881, 1.843, 27.650 False
97.898, 129.855, 1.837, 27.700 False
97.809, 129.830, 1.845, 27.750 False
97.721, 129.802, 1.839, 27.800 False
97.632, 129.775, 1.846, 27.850 False
97.544, 129.746, 1.840, 27.900 False
97.456, 129.718, 1.848, 27.950 False
97.369, 129.687, 1.841, 28.000 False
97.281, 129.658, 1.850, 28.050 False
97.194, 129.625, 1.843, 28.100 False
97.106, 129.594, 1.851, 28.150 False
97.020, 129.561, 1.844, 28.200 False
96.933, 129.528, 1.853, 28.250 False
96.847, 129.493, 1.845, 28.300 False
96.760, 129.459, 1.854, 28.350 False
96.675, 129.422, 1.846, 28.400 False
96.588, 129.387, 1.856, 28.450 False
96.504, 129.349, 1.847, 28.500 False
96.418, 129.312, 1.857, 28.550 False
96.334, 129.272, 1.849, 28.600 False
96.249, 129.234, 1.858, 28.650 False
96.165, 129.192, 1.850, 28.700 False
96.081, 129.152, 1.860, 28.750 False
95.998, 129.109, 1.845, 28.800 False
95.917, 129.064, 1.845, 28.850 False
95.838, 129.016, 1.830, 28.900 False
95.757, 128.969, 1.850, 28.950 False
95.678, 128.920, 1.836, 29.000 False
95.598, 128.871, 1.854, 29.050 False
95.520, 128.820, 1.841, 29.100 False
95.441, 128.769, 1.861, 29.150 False
95.364, 128.716, 1.847, 29.200 False
95.286, 128.664, 1.866, 29.250 False
95.209, 128.609, 1.852, 29.300 False
95.132, 128.555, 1.870, 29.350 False
95.057, 128.498, 1.856, 29.400 False
94.981, 128.443, 1.874, 29.450 False
94.907, 128.384, 1.859, 29.500 False
94.832, 128.327, 1.876, 29.550 False
94.759, 128.267, 1.861, 29.600 False
94.685, 128.208, 1.877, 29.650 False
94.613, 128.147, 1.862, 29.700 False
94.541, 128.086, 1.879, 29.750 False
94.470, 128.023, 1.864, 29.800 False
94.399, 127.961, 1.880, 29.850 False
94.329, 127.897, 1.865, 29.900 False
94.259, 127.833, 1.881, 29.950 False
94.191, 127.767, 1.866, 30.000 False
94.122, 127.702, 1.882, 30.050 False
94.056, 127.635, 1.867, 30.100 False
93.988, 127.569, 1.883, 30.150 False
93.923, 127.500, 1.869, 30.200 False
93.857, 127.432, 1.884, 30.250 False
93.793, 127.362, 1.870, 30.300 False
93.728, 127.293, 1.886, 30.350 False
93.665, 127.222, 1.872, 30.400 False
93.602, 127.151, 1.887, 30.450 False
93.541, 127.078, 1.873, 30.500 False
93.479, 127.007, 1.888, 30.550 False
93.419, 126.933, 1.875, 30.600 False
93.358, 126.860, 1.890, 30.650 False
93.300, 126.785, 1.876, 30.700 False
93.241, 126.710, 1.891, 30.750 False
93.184, 126.634, 1.877, 30.800 False
93.126, 126.559, 1.892, 30.850 False
93.070, 126.481, 1.879, 30.900 False
93.014, 126.405, 1.893, 30.950 False
92.960, 126.326, 1.880, 31.000 False
92.905, 126.248, 1.895, 31.050 False
92.853, 126.169, 1.882, 31.100 False
92.799, 126.090, 1.896, 31.150 False
92.748, 126.009, 1.883, 31.200 False
92.696, 125.929, 1.897, 31.250 False
92.647, 125.848, 1.884, 31.300 False
92.597, 125.767, 1.898, 31.350 False
92.549, 125.684, 1.885, 31.400 False
92.500, 125.602, 1.900, 31.450 False
92.454, 125.519, 1.887, 31.500 False
92.406, 125.436, 1.901, 31.550 False
92.361, 125.351, 1.888, 31.600 False
92.315, 125.267, 1.902, 31.650 False
92.272, 125.182, 1.889, 31.700 False
92.228, 125.098, 1.903, 31.750 False
92.186, 125.011, 1.891, 31.800 False
92.143, 124.926, 1.904, 31.850 False
92.104, 124.839, 1.892, 31.900 False
92.062, 124.753, 1.905, 31.950 False
92.024, 124.665, 1.893, 32.000 False
91.984, 124.578, 1.906, 32.050 False
91.947, 124.489, 1.894, 32.100 False
91.909, 124.401, 1.907, 32.150 False
91.874, 124.312, 1.895, 32.200 False
91.837, 124.224, 1.908, 32.250 False
91.804, 124.134, 1.897, 32.300 False
91.769, 124.045, 1.910, 32.350 False
91.737, 123.954, 1.898, 32.400 False
91.703, 123.864, 1.911, 32.450 False
91.673, 123.773, 1.899, 32.500 False
91.641, 123.683, 1.912, 32.550 False
91.612, 123.591, 1.900, 32.600 False
91.582, 123.500, 1.913, 32.650 False
91.555, 123.408, 1.901, 32.700 False
91.526, 123.316, 1.914, 32.750 False
91.500, 123.224, 1.902, 32.800 False
91.473, 123.132, 1.915, 32.850 False
91.449, 123.039, 1.904, 32.900 False
91.423, 122.946, 1.916, 32.950 False
91.401, 122.852, 1.905, 33.000 False
91.377, 122.759, 1.917, 33.050 False
91.356, 122.665, 1.906, 33.100 False
91.334, 122.570, 1.916, 33.150 False
91.314, 122.474, 1.900, 33.200 False
91.292, 122.380, 1.911, 33.250 False
